id,observed_on,quality_grade,longitude,latitude,common_name
73052077,2016-08-21,research,-124.2189281329,49.3139855518,Yelloweye rockfish
73052145,2016-08-21,research,-124.2190568789,49.3141254371,Yellowtail Rockfish
73053418,2016-08-27,research,-124.2130272731,49.3106841452,Yelloweye rockfish
73079892,2016-09-04,research,-124.242648423,49.3144941716,Quillback Rockfish
73079944,2016-09-04,research,-124.2421189963,49.3147469044,Tiger Rockfish
73080030,2016-09-04,research,-124.243240793,49.3145098933,Yelloweye rockfish
73080064,2016-09-04,research,-124.242659477,49.314670598,Yelloweye rockfish
73080108,2016-09-04,research,-124.2417165769,49.3148947987,Yelloweye rockfish
73080150,2016-09-04,research,-124.2420535304,49.3150067048,Yelloweye rockfish
73080215,2016-09-04,research,-124.2421140934,49.314684974,Yelloweye rockfish
73080248,2016-09-04,research,-124.2425187715,49.3146295081,Yelloweye rockfish
73080311,2016-09-04,research,-124.2424414927,49.3146010285,Yelloweye rockfish
73080365,2016-09-04,research,-124.2428476625,49.3144884967,Yelloweye rockfish
73080394,2016-09-04,research,-124.242503061,49.3146448808,Yellowtail Rockfish
73081633,2016-09-18,research,-124.169885481,49.3022086555,Yelloweye rockfish
73155486,2016-10-02,research,-124.2432884967,49.3144311606,copper rockfish
73156924,2016-10-02,research,-124.2423401513,49.3147129507,Quillback Rockfish
73157013,2016-10-02,research,-124.2425994033,49.3147106963,Quillback Rockfish
73157067,2016-10-02,research,-124.2427613209,49.3144580596,Tiger Rockfish
73157133,2016-10-02,research,-124.2422955378,49.3145730671,Yelloweye rockfish
73157214,2016-10-02,research,-124.2422693003,49.3144052063,Yelloweye rockfish
73163667,2017-01-07,research,-124.2168467387,49.3158739689,copper rockfish
73164347,2017-01-07,research,-124.218134199,49.3157480766,copper rockfish
73164391,2017-01-07,research,-124.2177908763,49.3155802199,copper rockfish
73164867,2017-01-07,research,-124.2175977572,49.3156641483,Tiger Rockfish
73166452,2017-01-27,research,-124.2171256884,49.3135658938,copper rockfish
73166696,2017-01-27,research,-124.2183058604,49.3139435862,Tiger Rockfish
73166755,2017-01-27,research,-124.2192929133,49.3140275174,Tiger Rockfish
73211914,2017-01-29,research,-124.2180483683,49.3137757232,copper rockfish
73211963,2017-01-29,research,-124.2181127414,49.3137057802,copper rockfish
73212017,2017-01-29,research,-124.2179625376,49.3138316776,copper rockfish
73212208,2017-01-29,research,-124.2171042308,49.3134260069,Quillback Rockfish
73212248,2017-01-29,research,-124.2180912837,49.3136638143,Quillback Rockfish
73212284,2017-01-29,research,-124.2177265033,49.3136498257,Quillback Rockfish
73212341,2017-01-29,research,-124.2179196223,49.3136778029,Tiger Rockfish
73212375,2017-01-29,research,-124.2175548419,49.3135658938,Tiger Rockfish
73212420,2017-01-29,research,-124.2179196223,49.3137617346,Tiger Rockfish
73212462,2017-01-29,research,-124.218198572,49.3136638143,Tiger Rockfish
73212502,2017-01-29,research,-124.218134199,49.3137337574,Tiger Rockfish
73212586,2017-01-29,research,-124.2182629451,49.3137897118,Yellowtail Rockfish
73212631,2017-01-29,research,-124.2186491832,49.3138316776,Yellowtail Rockfish
73212670,2017-01-29,research,-124.218005453,49.3139855518,Yellowtail Rockfish
73212736,2017-01-29,research,-124.2179196223,49.3138456662,Yellowtail Rockfish
73232534,2017-03-04,research,-124.1401864551,49.2908418229,Vermilion Rockfish
73234258,2017-03-19,research,-124.2162859454,49.3038045694,copper rockfish
73234324,2017-03-19,research,-124.2162943984,49.3039055432,copper rockfish
73234360,2017-03-19,research,-124.2161276037,49.3036679773,copper rockfish
73234825,2017-03-19,research,-124.2148186857,49.304101711,Quillback Rockfish
73234876,2017-03-19,research,-124.2146852455,49.3040068323,Quillback Rockfish
73234930,2017-03-19,research,-124.2155482465,49.3041716677,Vermilion Rockfish
73275551,2017-04-16,research,-124.2137782916,49.3108170451,Quillback Rockfish
73309022,2017-03-04,research,-124.2174475535,49.3129923553,copper rockfish
73311671,2017-05-06,research,-124.2430116082,49.3145031252,copper rockfish
73311749,2017-05-06,research,-124.2424939379,49.3146067873,copper rockfish
73312202,2017-05-06,research,-124.2428758608,49.31442721,Quillback Rockfish
73312251,2017-05-06,research,-124.2423680052,49.3145730671,Quillback Rockfish
73312364,2017-05-06,research,-124.2429222853,49.314477299000004,Quillback Rockfish
73312552,2017-05-06,research,-124.2424034664,49.314684974,Tiger Rockfish
73312608,2017-05-06,research,-124.2423246379,49.3145332673,Tiger Rockfish
73312660,2017-05-06,research,-124.2429028631,49.3145232617,Yelloweye rockfish
73312698,2017-05-06,research,-124.2427676066,49.314531102,Yelloweye rockfish
73312772,2017-05-06,research,-124.2420581003,49.3145730671,Yelloweye rockfish
73312812,2017-05-06,research,-124.242390547,49.3145844313,Yelloweye rockfish
73341430,2017-05-07,research,-124.2139714106,49.3099287075,Quillback Rockfish
73341473,2017-05-07,research,-124.2138463543,49.3101894819,Quillback Rockfish
73341508,2017-05-07,research,-124.214409161,49.3098839134,Quillback Rockfish
73341537,2017-05-07,research,-124.2148082598,49.3100686042,Quillback Rockfish
73367316,2017-06-04,research,-124.2430661923,49.3144144285,copper rockfish
73367588,2017-06-04,research,-124.2424408906,49.3146087076,Tiger Rockfish
73367647,2017-06-04,research,-124.242890613,49.3143448541,Yelloweye rockfish
73367663,2017-06-04,research,-124.2427218489,49.3144036686,Yelloweye rockfish
73367699,2017-06-04,research,-124.2423483166,49.31457386,Yelloweye rockfish
73367716,2017-06-04,research,-124.242302664,49.3145144754,Yelloweye rockfish
73367762,2017-06-04,research,-124.2422642266,49.3145590787,Yelloweye rockfish
73367811,2017-06-04,research,-124.2423053638,49.3145502778,Yelloweye rockfish
73386182,2017-06-11,research,-124.2435364768,49.3143011632,copper rockfish
73386247,2017-06-11,research,-124.2433019194,49.3143352641,copper rockfish
73386311,2017-06-11,research,-124.2432258298,49.3144093431,copper rockfish
73400542,2017-06-11,research,-124.2431743079,49.314369896,Quillback Rockfish
73400593,2017-06-11,research,-124.242280207,49.3145494383,Quillback Rockfish
73400642,2017-06-11,research,-124.2419887392,49.3147637146,Quillback Rockfish
73401295,2017-06-11,research,-124.242203316,49.3146238312,Tiger Rockfish
73401767,2017-06-11,research,-124.2430401652,49.3144140053,Yelloweye rockfish
73401831,2017-06-11,research,-124.2426324694,49.3145678777,Yelloweye rockfish
73401912,2017-06-11,research,-124.2425895541,49.3146238312,Yelloweye rockfish
73402009,2017-06-11,research,-124.2425037234,49.3144419822,Yellowtail Rockfish
73402072,2017-06-11,research,-124.242332062,49.3146238312,Yellowtail Rockfish
73402155,2017-06-11,research,-124.2424822657,49.3144559706,Yellowtail Rockfish
73420043,2017-07-30,research,-124.2427183001,49.3145958545,Quillback Rockfish
73420097,2017-07-30,research,-124.2423749773,49.3145119242,Quillback Rockfish
73422941,2017-07-30,research,-124.2422462313,49.3146238312,Tiger Rockfish
73423233,2017-07-30,research,-124.2431903689,49.3144140053,Yelloweye rockfish
73423275,2017-07-30,research,-124.2428470461,49.3145119242,Yelloweye rockfish
73423333,2017-07-30,research,-124.2427612154,49.3144839474,Yelloweye rockfish
73423430,2017-07-30,research,-124.242460808,49.3144559706,Yelloweye rockfish
73423491,2017-07-30,research,-124.2422462313,49.3147077613,Yelloweye rockfish
73423599,2017-07-30,research,-124.2420316546,49.3143720401,Yelloweye rockfish
73423684,2017-07-30,research,-124.2426324694,49.3144279937,Yelloweye rockfish
73423784,2017-07-30,research,-124.242460808,49.314539901,Yellowtail Rockfish
73423864,2017-07-30,research,-124.2426968424,49.3144979358,Yellowtail Rockfish
73423933,2017-07-30,research,-124.2422891466,49.3144279937,Yellowtail Rockfish
73423985,2017-07-30,research,-124.2427612154,49.3144559706,Yellowtail Rockfish
73503068,2017-08-06,research,-124.2177694186,49.3131042658,copper rockfish
73503151,2017-08-06,research,-124.2173402652,49.3129364,copper rockfish
73503938,2017-08-06,research,-124.2175762995,49.3133560634,Quillback Rockfish
73504085,2017-08-06,research,-124.2192285403,49.3140135289,Quillback Rockfish
73504162,2017-08-06,research,-124.2195504054,49.3145450903,Quillback Rockfish
73504238,2017-08-06,research,-124.2194860324,49.3145590787,Quillback Rockfish
73504321,2017-08-06,research,-124.2193572863,49.3146709856,Quillback Rockfish
73504364,2017-08-06,research,-124.2176192149,49.3131042658,Quillback Rockfish
73510272,2017-08-06,research,-124.2182629451,49.314181391,Tiger Rockfish
73510500,2017-08-06,research,-124.2184775218,49.3144191947,Tiger Rockfish
73510594,2017-08-06,research,-124.2187135562,49.3142793103,Tiger Rockfish
73510668,2017-08-06,research,-124.2189710482,49.3144191947,Tiger Rockfish
73510763,2017-08-06,research,-124.2189710482,49.3145031252,Tiger Rockfish
73511042,2017-08-06,research,-124.2192070826,49.3142373449,Yelloweye rockfish
73511097,2017-08-06,research,-124.2181127414,49.3139016205,Yellowtail Rockfish
73511167,2017-08-06,research,-124.2188423022,49.3146989623,Yellowtail Rockfish
73511244,2017-08-06,research,-124.2187779292,49.3151745636,Yellowtail Rockfish
73528943,2021-03-28,research,-123.4799575,48.5979347,Brown Rockfish
73560873,2017-08-07,research,-124.2160552503,49.3042241305,Brown Rockfish
73561108,2017-08-07,research,-124.2157254707,49.3037586631,copper rockfish
73561181,2017-08-07,research,-124.2154650855,49.3037757665,copper rockfish
73561255,2017-08-07,research,-124.2160203153,49.3038498661,copper rockfish
73561320,2017-08-07,research,-124.2157706943,49.303903475,copper rockfish
73561437,2017-08-07,research,-124.2152419791,49.3040406604,copper rockfish
73561693,2017-08-07,research,-124.2155911619,49.3039328274,copper rockfish
73561778,2017-08-07,research,-124.2153913926,49.3039569698,copper rockfish
73574782,2017-08-07,research,-124.2159200948,49.3038925697,Quillback Rockfish
73574867,2017-08-07,research,-124.2154417093,49.3037364652,Quillback Rockfish
73574916,2017-08-07,research,-124.2150052199,49.3037190942,Quillback Rockfish
73575011,2017-08-07,research,-124.2150324298,49.3037087281,Quillback Rockfish
73575097,2017-08-07,research,-124.2151358388,49.3037873038,Quillback Rockfish
73575125,2017-08-07,research,-124.215338806,49.3039307699,Quillback Rockfish
73575182,2017-08-07,research,-124.2144130009,49.3036513633,Quillback Rockfish
73575239,2017-08-07,research,-124.2143251592,49.3036539858,Quillback Rockfish
73575291,2017-08-07,research,-124.2149860894,49.3040162694,Quillback Rockfish
73575775,2017-08-07,research,-124.2146927559,49.3045177771,Yelloweye rockfish
73583927,2017-08-27,research,-124.2433513014,49.314337069,copper rockfish
73583972,2017-08-27,research,-124.2438201342,49.314107394,copper rockfish
73584003,2017-08-27,research,-124.2441345064,49.3139244082,copper rockfish
73585169,2017-08-27,research,-124.242460808,49.314539901,Quillback Rockfish
73585675,2017-08-27,research,-124.2427612154,49.3147916912,Tiger Rockfish
73585707,2017-08-27,research,-124.2423749773,49.3145678777,Tiger Rockfish
73585839,2017-08-27,research,-124.2430187075,49.3144000169,Yelloweye rockfish
73585894,2017-08-27,research,-124.2426753847,49.314539901,Yelloweye rockfish
73585917,2017-08-27,research,-124.242460808,49.3145958545,Yelloweye rockfish
73585953,2017-08-27,research,-124.2421604006,49.3144279937,Yelloweye rockfish
73585998,2017-08-27,research,-124.2425037234,49.314539901,Yelloweye rockfish
73725989,2021-04-11,research,-122.8057551384,49.016768557,copper rockfish
73888663,2017-09-11,research,-124.2179196223,49.313635837,copper rockfish
73888738,2017-09-11,research,-124.2191212519,49.3138876319,copper rockfish
74155411,2021-04-08,research,-123.38662965340001,48.4128264635,Tiger Rockfish
74213687,2021-04-16,research,-122.8057618439,49.0167654786,Brown Rockfish
74320251,2017-09-11,research,-124.2187779292,49.313817689,Quillback Rockfish
74320320,2017-09-11,research,-124.2189066752,49.314069483,Quillback Rockfish
74320382,2017-09-11,research,-124.2187350138,49.314181391,Quillback Rockfish
74320604,2017-09-11,research,-124.219609551,49.3142793103,Tiger Rockfish
74320674,2017-09-11,research,-124.2190997943,49.3138736434,Tiger Rockfish
74320716,2017-09-11,research,-124.2189925059,49.3139435862,Tiger Rockfish
74320796,2017-09-11,research,-124.2198293551,49.314531102,Tiger Rockfish
74320849,2017-09-11,research,-124.2199795588,49.3149367635,Tiger Rockfish
74320890,2017-09-11,research,-124.2197006091,49.3147549157,Tiger Rockfish
74321066,2017-09-11,research,-124.2199581012,49.3140275174,Yellowtail Rockfish
74321173,2017-09-11,research,-124.2203443393,49.314768904,Yellowtail Rockfish
74321292,2017-09-11,research,-124.2199581012,49.3151046225,Yellowtail Rockfish
74321333,2017-09-11,research,-124.2203014239,49.3146709856,Yellowtail Rockfish
74321386,2017-09-11,research,-124.2209022387,49.3149787283,Yellowtail Rockfish
74372669,2021-04-17,research,-124.2426324694,49.3146797846,copper rockfish
74382506,2021-04-17,research,-124.242332062,49.3143720401,Quillback Rockfish
74385443,2021-04-17,research,-124.2422462313,49.3144279937,Yellowtail Rockfish
74490925,2021-04-18,research,-124.141039071,49.2915177204,Quillback Rockfish
74490967,2021-04-18,research,-124.141039071,49.2915177204,Tiger Rockfish
74490983,2021-04-18,research,-124.141039071,49.2915177204,copper rockfish
74528290,2017-09-24,research,-124.2427612154,49.3144839474,copper rockfish
74606100,2021-04-19,research,-123.3882878137,48.4133870437,copper rockfish
74640160,2017-09-24,research,-124.2428041308,49.3144279937,copper rockfish
74657943,2017-09-24,research,-124.242460808,49.3144279937,Quillback Rockfish
74657999,2017-09-24,research,-124.2425037234,49.314539901,Quillback Rockfish
74658087,2017-09-24,research,-124.2420316546,49.3145678777,Quillback Rockfish
74658638,2017-09-24,research,-124.2426753847,49.3144000169,Tiger Rockfish
74658684,2017-09-24,research,-124.2422891466,49.3146518079,Tiger Rockfish
74658737,2017-09-24,research,-124.2419458239,49.3145678777,Tiger Rockfish
74658925,2017-09-24,research,-124.2425895541,49.3142321555,Yelloweye rockfish
74658988,2017-09-24,research,-124.2423749773,49.3142881094,Yelloweye rockfish
74659038,2017-09-24,research,-124.2421174853,49.314539901,Yelloweye rockfish
74659108,2017-09-24,research,-124.242332062,49.3145678777,Yelloweye rockfish
74659150,2017-09-24,research,-124.2419458239,49.314735738,Yelloweye rockfish
74659203,2017-09-24,research,-124.2416883318,49.3144279937,Yellowtail Rockfish
74980881,2021-04-22,research,-124.2184775218,49.3162656315,copper rockfish
74983135,2021-04-22,research,-124.2153447016,49.3162096799,Quillback Rockfish
74983177,2021-04-22,research,-124.2162673815,49.3162516436,Quillback Rockfish
74984567,2021-04-22,research,-124.2170827731,49.3159299208,Tiger Rockfish
75286969,2021-04-25,research,-123.3883852105,48.4133489542,Yellowtail Rockfish
75286983,2021-04-25,research,-122.8056102991,49.0167887866,Brown Rockfish
75287011,2021-04-25,research,-122.8056106344,49.0167885667,copper rockfish
75287184,2021-04-25,research,-123.3896919374,48.41297618,Tiger Rockfish
75397503,2021-04-25,research,-124.2410446017,49.3147497263,copper rockfish
75398279,2021-04-25,research,-124.2404437868,49.3148756211,Quillback Rockfish
75399378,2021-04-25,research,-124.2405296175,49.3151553861,Yelloweye rockfish
75399402,2021-04-25,research,-124.240958771,49.3147637146,Yelloweye rockfish
75399434,2021-04-25,research,-124.2410446017,49.3147916912,Yelloweye rockfish
75399472,2021-04-25,research,-124.2402292101,49.314735738,Yelloweye rockfish
76056652,2021-04-18,research,-123.3921550122,48.4118935689,copper rockfish
76165546,2021-04-29,research,-124.2181127414,49.3135658938,copper rockfish
76165720,2021-04-29,research,-124.2180269107,49.313216176,copper rockfish
76165912,2021-04-29,research,-124.2175977572,49.3132861197,copper rockfish
76166118,2021-04-29,research,-124.2180269107,49.3135379164,copper rockfish
76195954,2021-04-29,research,-124.217876707,49.3135798824,Quillback Rockfish
76196159,2021-04-29,research,-124.2180269107,49.3138876319,Quillback Rockfish
76196400,2021-04-29,research,-124.2184131488,49.3133560634,Quillback Rockfish
76196550,2021-04-29,research,-124.2183058604,49.3132301647,Quillback Rockfish
76196733,2021-04-29,research,-124.2185204371,49.3136078597,Quillback Rockfish
76197087,2021-04-29,research,-124.2181127414,49.313635837,Quillback Rockfish
76197256,2021-04-29,research,-124.2177908763,49.3131042658,Quillback Rockfish
76197443,2021-04-29,research,-124.2185418948,49.3135798824,Quillback Rockfish
76197645,2021-04-29,research,-124.2184560641,49.3136917916,Quillback Rockfish
76197846,2021-04-29,research,-124.2184346064,49.3135379164,Quillback Rockfish
76198051,2021-04-29,research,-124.2182200297,49.3136218484,Quillback Rockfish
76198213,2021-04-29,research,-124.2174260958,49.313090277,Quillback Rockfish
76200268,2021-04-29,research,-124.21794108,49.3137337574,Tiger Rockfish
76200508,2021-04-29,research,-124.2184989795,49.3136917916,Tiger Rockfish
76734712,2021-04-29,research,-125.1579299897,48.9512266356,Quillback Rockfish
76734714,2021-04-29,research,-125.1571943439,48.949568629,China Rockfish
76735359,2021-04-30,research,-125.1606639969,48.870555598,Quillback Rockfish
76858087,2021-05-01,research,-123.8928315979,49.2169088245,Quillback Rockfish
76858151,2021-05-01,research,-123.8928315979,49.2169088245,Tiger Rockfish
77381083,2021-05-02,research,-124.2150442942,49.3161257523,Brown Rockfish
77381413,2021-05-02,research,-124.2177050456,49.3146989623,copper rockfish
77381508,2021-05-02,research,-124.2176621302,49.3153424218,copper rockfish
77386968,2021-05-02,research,-124.2167179927,49.3157201005,Quillback Rockfish
77410196,2021-04-27,research,-124.1431267541,49.2931377103,Vermilion Rockfish
77410197,2021-04-27,research,-124.1431267541,49.2931377103,Tiger Rockfish
77410199,2021-04-27,research,-124.1431267541,49.2931377103,Yelloweye rockfish
77410200,2021-04-27,research,-124.1431267541,49.2931377103,Quillback Rockfish
77410201,2021-04-27,research,-124.1431267541,49.2931377103,Tiger Rockfish
77410208,2021-04-27,research,-124.1431267541,49.2931377103,Vermilion Rockfish
77411684,2021-04-23,research,-124.1393620553,49.291395174,copper rockfish
77557207,2021-05-05,research,-125.2588931562,48.9087486815,Yellowtail Rockfish
77557216,2021-05-05,research,-125.2532681398,48.9061387473,China Rockfish
77557220,2021-05-05,research,-125.2593708868,48.907068062,China Rockfish
77568497,2021-03-11,research,-123.9426553178,49.225213614,Quillback Rockfish
78787520,2021-05-08,research,-124.164227289,49.2946488597,copper rockfish
78789039,2021-05-08,research,-124.1643989504,49.2950966668,Quillback Rockfish
78791150,2021-05-09,research,-124.2414563371,49.3141461981,copper rockfish
78791172,2021-05-09,research,-124.2412417604,49.3146497815,copper rockfish
78792470,2021-05-09,research,-124.2401045038,49.314384002,Quillback Rockfish
78793844,2021-05-09,research,-124.2407482339,49.3145658513,Yelloweye rockfish
78793869,2021-05-09,research,-124.2406194879,49.3146078164,Yelloweye rockfish
78793890,2021-05-09,research,-124.2403619958,49.3146357931,Yelloweye rockfish
78793915,2021-05-09,research,-124.2402976228,49.3145378745,Yelloweye rockfish
78793937,2021-05-09,research,-124.2401903345,49.3146777582,Yelloweye rockfish
78793961,2021-05-09,research,-124.2400830461,49.3145518629,Yelloweye rockfish
78793987,2021-05-09,research,-124.2397397233,49.314258106,Yelloweye rockfish
78794016,2021-05-09,research,-124.2402332498,49.3144539441,Yelloweye rockfish
78794039,2021-05-09,research,-124.2400615884,49.3144539441,Yelloweye rockfish
79108098,2021-05-15,research,-124.1692181139,49.3012503952,copper rockfish
79110235,2021-05-15,research,-124.1691280261,49.3017148401,Quillback Rockfish
79855458,2021-05-21,research,-122.6537226606,48.1591279219,Puget Sound Rockfish
79855490,2021-05-21,research,-122.6537226606,48.1591279219,Puget Sound Rockfish
80168907,2021-05-23,research,-124.1696000949,49.3020261617,copper rockfish
80168999,2021-05-23,research,-124.169231948,49.3018695522,copper rockfish
80169045,2021-05-23,research,-124.1689778224,49.3015084572,copper rockfish
80170653,2021-05-23,research,-124.1695275296,49.3020048898,Quillback Rockfish
80634145,2021-05-17,research,-125.1370008595,48.8343998566,Vermilion Rockfish
80670185,2021-05-23,research,-122.9083333333,49.3277777778,Quillback Rockfish
80997473,2021-05-30,research,-124.24087698,49.3148875829,copper rockfish
80998231,2021-05-30,research,-124.2408984376,49.3147197232,Quillback Rockfish
80998248,2021-05-30,research,-124.2405551149,49.3145658513,Quillback Rockfish
80999151,2021-05-30,research,-124.2408340646,49.3146637698,Tiger Rockfish
80999319,2021-05-30,research,-124.2411130144,49.3145098977,Yelloweye rockfish
80999344,2021-05-30,research,-124.2410271837,49.3144679325,Yelloweye rockfish
80999375,2021-05-30,research,-124.2409842683,49.3145238861,Yelloweye rockfish
80999387,2021-05-30,research,-124.2407053186,49.3144539441,Yelloweye rockfish
80999397,2021-05-30,research,-124.24087698,49.3144119789,Yelloweye rockfish
80999430,2021-05-30,research,-124.2411773874,49.3145518629,Yelloweye rockfish
80999473,2021-05-30,research,-124.2410915567,49.3144259673,Yelloweye rockfish
80999502,2021-05-30,research,-124.2406624032,49.3144119789,Yellowtail Rockfish
81531429,2021-06-03,research,-122.8743600667,49.2640763384,Quillback Rockfish
81784779,2021-06-03,research,-124.2431409785,49.3132860615,copper rockfish
81896908,2021-06-03,research,-123.822495,49.2093166667,Greenstriped Rockfish
82107544,2021-06-06,research,-124.7935601565,49.1486476894,copper rockfish
82260714,2021-06-08,research,-123.4581380875,48.90615182,copper rockfish
82503409,2021-05-16,research,-123.8119257081,49.1397498631,copper rockfish
82507993,2021-05-30,research,-124.1398551058,49.2914659651,copper rockfish
82509565,2021-05-23,research,-124.2414377406,49.3162510001,copper rockfish
82509585,2021-05-23,research,-124.2414377406,49.3162510001,Quillback Rockfish
82509602,2021-05-23,research,-124.2414377406,49.3162510001,Yelloweye rockfish
82509603,2021-05-23,research,-124.2414377406,49.3162510001,Yelloweye rockfish
82509607,2021-05-23,research,-124.2414377406,49.3162510001,Yelloweye rockfish
82511348,2021-05-11,research,-123.8923166131,49.2169611512,Quillback Rockfish
82511371,2021-05-11,research,-123.8923166131,49.2169611512,Quillback Rockfish
82511374,2021-05-11,research,-123.8923166131,49.2169611512,Yelloweye rockfish
82511375,2021-05-11,research,-123.8923166131,49.2169611512,Yellowtail Rockfish
82511379,2021-05-11,research,-123.8923166131,49.2169611512,copper rockfish
82511380,2021-05-11,research,-123.8923166131,49.2169611512,Tiger Rockfish
82797205,2021-06-10,research,-124.6603199722,48.422246,Quillback Rockfish
82896229,2021-06-05,research,-123.3057317977,48.4093640634,copper rockfish
82964372,2021-05-08,research,-123.6061836077,48.8138126993,Brown Rockfish
82964374,2021-05-08,research,-123.6061836077,48.8138126993,copper rockfish
82964377,2021-05-08,research,-123.6061836077,48.8138126993,Brown Rockfish
83016358,2021-06-13,research,-124.141175444,49.2915108207,copper rockfish
83018307,2021-06-13,research,-124.1411539863,49.2917627287,Quillback Rockfish
83084517,2021-06-13,research,-124.1408750366,49.2916647646,Tiger Rockfish
83087369,2021-06-13,research,-123.2975809733,48.7108277437,copper rockfish
83210345,2021-05-31,research,-123.9391151816,49.2220808934,Tiger Rockfish
83972558,2021-06-18,research,-124.1691763059,49.3025018853,copper rockfish
83972593,2021-06-18,research,-124.1690904752,49.3022640241,copper rockfish
83972631,2021-06-18,research,-124.1687900678,49.301466481,copper rockfish
83976267,2021-06-18,research,-124.1689831869,49.3022640241,Quillback Rockfish
83976361,2021-06-18,research,-124.1686613218,49.3018582581,Quillback Rockfish
83978136,2021-06-18,research,-124.1691119329,49.3022920078,Yelloweye rockfish
83978173,2021-06-18,research,-124.1694767133,49.3022920078,Yelloweye rockfish
83978261,2021-06-18,research,-124.1686398641,49.3014384968,Yelloweye rockfish
84202988,2021-06-17,research,-125.1485158099,48.8342416286,Quillback Rockfish
84202993,2021-06-17,research,-125.1485158099,48.8342416286,Yellowtail Rockfish
84202999,2021-06-17,research,-125.1203046148,48.8506176928,copper rockfish
84271488,2021-06-19,research,-124.2169377827,49.3130848765,Brown Rockfish
84271493,2021-06-19,research,-124.2178175472,49.3128610552,Brown Rockfish
84271524,2021-06-19,research,-124.2175815128,49.3130568989,Brown Rockfish
84271560,2021-06-19,research,-124.2176888012,49.3130708877,Brown Rockfish
84271584,2021-06-19,research,-124.2177102589,49.3130429101,Brown Rockfish
84341495,2021-06-19,research,-124.2174956821,49.3126931886,Quillback Rockfish
84341558,2021-06-19,research,-124.2165730022,49.3126092551,Quillback Rockfish
84342951,2021-06-19,research,-124.2166159176,49.3126372329,Tiger Rockfish
84343027,2021-06-19,research,-124.2167661213,49.3123994206,Tiger Rockfish
84343098,2021-06-19,research,-124.2159292721,49.3123994206,Tiger Rockfish
84343161,2021-06-19,research,-124.2157576107,49.3123434646,Tiger Rockfish
84398153,2021-06-24,research,-123.3918603597,48.8776069397,copper rockfish
84453024,2021-06-20,research,-124.2409842683,49.314384002,copper rockfish
84462387,2021-06-20,research,-124.240941353,49.3144119789,Quillback Rockfish
84464213,2021-06-20,research,-124.2409198953,49.3145658513,Tiger Rockfish
84464265,2021-06-20,research,-124.2405336572,49.3144539441,Tiger Rockfish
84464683,2021-06-20,research,-124.2411988451,49.314384002,Yelloweye rockfish
84464743,2021-06-20,research,-124.2408555223,49.3143420367,Yelloweye rockfish
84464804,2021-06-20,research,-124.24087698,49.3144119789,Yelloweye rockfish
84464868,2021-06-20,research,-124.240941353,49.3145098977,Yelloweye rockfish
84464922,2021-06-20,research,-124.2410271837,49.3144259673,Yelloweye rockfish
84464979,2021-06-20,research,-124.2407267763,49.3144959093,Yelloweye rockfish
84465057,2021-06-20,research,-124.2404692842,49.3144399557,Yelloweye rockfish
84465129,2021-06-20,research,-124.241070099,49.3144959093,Yelloweye rockfish
84465219,2021-06-20,research,-124.2407911493,49.3143560252,Yellowtail Rockfish
84933254,2021-06-25,research,-124.241005726,49.3142720945,copper rockfish
84935829,2021-06-25,research,-124.2405980302,49.3142301291,Quillback Rockfish
84935900,2021-06-25,research,-124.2409628107,49.3141741751,copper rockfish
84936874,2021-06-25,research,-124.2412417604,49.3143700136,Yelloweye rockfish
84936916,2021-06-25,research,-124.2407053186,49.3144539441,Yelloweye rockfish
84936978,2021-06-25,research,-124.2405551149,49.3143420367,Yellowtail Rockfish
84937014,2021-06-25,research,-124.2405765726,49.3143140598,Yellowtail Rockfish
84937063,2021-06-25,research,-124.2405121995,49.3142720945,Yellowtail Rockfish
84937168,2021-06-25,research,-124.2407911493,49.3144959093,Yellowtail Rockfish
84937204,2021-06-25,research,-124.2409198953,49.3144539441,Yellowtail Rockfish
84937246,2021-06-25,research,-124.2405765726,49.314384002,Yellowtail Rockfish
85079088,2021-06-27,research,-124.1690046445,49.3018722501,copper rockfish
85088410,2021-06-27,research,-124.1699273244,49.3025263709,Tiger Rockfish
85088454,2021-06-27,research,-124.1701848165,49.3028062061,Tiger Rockfish
85088833,2021-06-27,research,-124.1699273244,49.302652297,Yelloweye rockfish
85088876,2021-06-27,research,-124.1698414937,49.3025963299,Yelloweye rockfish
85088911,2021-06-27,research,-124.1697985784,49.302652297,Yelloweye rockfish
85088966,2021-06-27,research,-124.1698629514,49.3025263709,Yelloweye rockfish
85090026,2021-06-27,research,-124.1697771207,49.3028621729,Yelloweye rockfish
85090079,2021-06-27,research,-124.1700560705,49.3026942722,Yelloweye rockfish
85168908,2021-06-28,research,-124.2413919641,49.3143280483,copper rockfish
85207134,2021-06-28,research,-124.2411773874,49.3144679325,Quillback Rockfish
85207217,2021-06-28,research,-124.2407482339,49.3143420367,Quillback Rockfish
85209491,2021-06-28,research,-124.2407053186,49.3144119789,Tiger Rockfish
85209933,2021-06-28,research,-124.2414134218,49.3142021521,Yelloweye rockfish
85210018,2021-06-28,research,-124.2410271837,49.314384002,Yelloweye rockfish
85210069,2021-06-28,research,-124.2409628107,49.3143979904,Yelloweye rockfish
85210133,2021-06-28,research,-124.241005726,49.3144399557,Yelloweye rockfish
85210188,2021-06-28,research,-124.2409198953,49.3143700136,Yelloweye rockfish
85210229,2021-06-28,research,-124.2412203027,49.3144819209,Yelloweye rockfish
